query_id,treatment_id,parent_node,Alias,input_rows,output_rows,Async Capable,Parent Relationship,Filter,Index Cond,Schema,Parallel Aware,Node Type,Output,Relation Name,Rows Removed by Filter,execution_time,Actual Loops,I/O Read Time,I/O Write Time,Shared Read Blocks,Shared Hit Blocks,Self Shared Read Blocks,Self Shared Hit Blocks,Plan Rows,execution_log_time,shared_read_blocks_log,run_id,dbname,data_folder_name
15636,9,Aggregate,posts_2,3557569.0,0,False,Outer,(posts_2.owneruserid <> users.id),(posts_2.lasteditoruserid = users.id),public,False,Index Scan,"['posts_2.id', 'posts_2.posttypeid', 'posts_2.acceptedanswerid', 'posts_2.parentid', 'posts_2.creationdate', 'posts_2.score', 'posts_2.viewcount', 'posts_2.body', 'posts_2.owneruserid', 'posts_2.lasteditoruserid', 'posts_2.lasteditordisplayname', 'posts_2.lasteditdate', 'posts_2.lastactivitydate', 'posts_2.title', 'posts_2.tags', 'posts_2.answercount', 'posts_2.commentcount', 'posts_2.favoritecount', 'posts_2.closeddate', 'posts_2.communityowneddate', 'posts_2.jsonfield']",posts,0.0,0.005,1.0,0.0,0.0,0.0,3.0,0.0,3.0,184.0,0.0021660617565076304,0.0,0,mathso,ce_mathso
15636,18,Aggregate,posts,3557569.0,0,False,Outer,((posts.owneruserid <> users.id) AND (posts.posttypeid = 1)),(posts.lasteditoruserid = users.id),public,False,Index Scan,"['posts.id', 'posts.posttypeid', 'posts.acceptedanswerid', 'posts.parentid', 'posts.creationdate', 'posts.score', 'posts.viewcount', 'posts.body', 'posts.owneruserid', 'posts.lasteditoruserid', 'posts.lasteditordisplayname', 'posts.lasteditdate', 'posts.lastactivitydate', 'posts.title', 'posts.tags', 'posts.answercount', 'posts.commentcount', 'posts.favoritecount', 'posts.closeddate', 'posts.communityowneddate', 'posts.jsonfield']",posts,0.0,0.7105,1.0,0.6995,0.0,3.0,0.0,3.0,0.0,79.0,0.23312307852108138,0.6020599913279624,0,mathso,ce_mathso
15636,18,Aggregate,posts_1,3557569.0,0,False,Outer,((posts_1.owneruserid <> users.id) AND (posts_1.posttypeid = 2)),(posts_1.lasteditoruserid = users.id),public,False,Index Scan,"['posts_1.id', 'posts_1.posttypeid', 'posts_1.acceptedanswerid', 'posts_1.parentid', 'posts_1.creationdate', 'posts_1.score', 'posts_1.viewcount', 'posts_1.body', 'posts_1.owneruserid', 'posts_1.lasteditoruserid', 'posts_1.lasteditordisplayname', 'posts_1.lasteditdate', 'posts_1.lastactivitydate', 'posts_1.title', 'posts_1.tags', 'posts_1.answercount', 'posts_1.commentcount', 'posts_1.favoritecount', 'posts_1.closeddate', 'posts_1.communityowneddate', 'posts_1.jsonfield']",posts,0.0,0.007,1.0,0.0,0.0,0.0,3.0,0.0,3.0,104.0,0.003029470553617962,0.0,0,mathso,ce_mathso
15636,18,Aggregate,posts_2,3557569.0,0,False,Outer,(posts_2.owneruserid <> users.id),(posts_2.lasteditoruserid = users.id),public,False,Index Scan,"['posts_2.id', 'posts_2.posttypeid', 'posts_2.acceptedanswerid', 'posts_2.parentid', 'posts_2.creationdate', 'posts_2.score', 'posts_2.viewcount', 'posts_2.body', 'posts_2.owneruserid', 'posts_2.lasteditoruserid', 'posts_2.lasteditordisplayname', 'posts_2.lasteditdate', 'posts_2.lastactivitydate', 'posts_2.title', 'posts_2.tags', 'posts_2.answercount', 'posts_2.commentcount', 'posts_2.favoritecount', 'posts_2.closeddate', 'posts_2.communityowneddate', 'posts_2.jsonfield']",posts,0.0,0.005,1.0,0.0,0.0,0.0,3.0,0.0,3.0,184.0,0.0021660617565076304,0.0,0,mathso,ce_mathso
15636,24,Aggregate,posts,3557569.0,0,False,Outer,((posts.owneruserid <> users.id) AND (posts.posttypeid = 1)),(posts.lasteditoruserid = users.id),public,False,Index Scan,"['posts.id', 'posts.posttypeid', 'posts.acceptedanswerid', 'posts.parentid', 'posts.creationdate', 'posts.score', 'posts.viewcount', 'posts.body', 'posts.owneruserid', 'posts.lasteditoruserid', 'posts.lasteditordisplayname', 'posts.lasteditdate', 'posts.lastactivitydate', 'posts.title', 'posts.tags', 'posts.answercount', 'posts.commentcount', 'posts.favoritecount', 'posts.closeddate', 'posts.communityowneddate', 'posts.jsonfield']",posts,0.0,0.49,1.0,0.476,0.0,3.0,0.0,3.0,0.0,79.0,0.17318626841227402,0.6020599913279624,0,mathso,ce_mathso
15636,24,Aggregate,posts_1,3557569.0,0,False,Outer,((posts_1.owneruserid <> users.id) AND (posts_1.posttypeid = 2)),(posts_1.lasteditoruserid = users.id),public,False,Index Scan,"['posts_1.id', 'posts_1.posttypeid', 'posts_1.acceptedanswerid', 'posts_1.parentid', 'posts_1.creationdate', 'posts_1.score', 'posts_1.viewcount', 'posts_1.body', 'posts_1.owneruserid', 'posts_1.lasteditoruserid', 'posts_1.lasteditordisplayname', 'posts_1.lasteditdate', 'posts_1.lastactivitydate', 'posts_1.title', 'posts_1.tags', 'posts_1.answercount', 'posts_1.commentcount', 'posts_1.favoritecount', 'posts_1.closeddate', 'posts_1.communityowneddate', 'posts_1.jsonfield']",posts,0.0,0.011,1.0,0.0,0.0,0.0,3.0,0.0,3.0,104.0,0.00475115559100102,0.0,0,mathso,ce_mathso
15636,24,Aggregate,posts_2,3557569.0,0,False,Outer,(posts_2.owneruserid <> users.id),(posts_2.lasteditoruserid = users.id),public,False,Index Scan,"['posts_2.id', 'posts_2.posttypeid', 'posts_2.acceptedanswerid', 'posts_2.parentid', 'posts_2.creationdate', 'posts_2.score', 'posts_2.viewcount', 'posts_2.body', 'posts_2.owneruserid', 'posts_2.lasteditoruserid', 'posts_2.lasteditordisplayname', 'posts_2.lasteditdate', 'posts_2.lastactivitydate', 'posts_2.title', 'posts_2.tags', 'posts_2.answercount', 'posts_2.commentcount', 'posts_2.favoritecount', 'posts_2.closeddate', 'posts_2.communityowneddate', 'posts_2.jsonfield']",posts,0.0,0.007,1.0,0.0,0.0,0.0,3.0,0.0,3.0,184.0,0.003029470553617962,0.0,0,mathso,ce_mathso
16260,9,Aggregate,posts,3557569.0,0,False,Outer,((posts.communityowneddate IS NULL) AND (posts.owneruserid <> 482592)),(posts.lasteditoruserid = 482592),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,0.6445000000000001,1.0,0.619,0.0,3.0,0.0,3.0,0.0,128.0,0.2160338778186735,0.6020599913279624,0,mathso,ce_mathso
16260,18,Aggregate,posts,3557569.0,0,False,Outer,((posts.communityowneddate IS NULL) AND (posts.owneruserid <> 482592)),(posts.lasteditoruserid = 482592),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,0.5055,1.0,0.495,0.0,3.0,0.0,3.0,0.0,128.0,0.17768075984877812,0.6020599913279624,0,mathso,ce_mathso
16260,24,Aggregate,posts,3557569.0,0,False,Outer,((posts.communityowneddate IS NULL) AND (posts.owneruserid <> 482592)),(posts.lasteditoruserid = 482592),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,0.493,1.0,0.481,0.0,3.0,0.0,3.0,0.0,128.0,0.17405980772502538,0.6020599913279624,0,mathso,ce_mathso
16808,9,Aggregate,comments,6585919.0,0,False,Outer,(comments.score > 1),(comments.userid = 572140),public,False,Index Scan,"['id', 'postid', 'score', 'text', 'creationdate', 'userid', 'jsonfield']",comments,3.0,1.1045,1.0,1.089,0.0,6.0,0.0,6.0,0.0,22.0,0.3231489300840411,0.8450980400142568,0,mathso,ce_mathso
16808,18,Aggregate,comments,6585919.0,0,False,Outer,(comments.score > 1),(comments.userid = 572140),public,False,Index Scan,"['id', 'postid', 'score', 'text', 'creationdate', 'userid', 'jsonfield']",comments,3.0,1.1515,1.0,1.133,0.0,6.0,0.0,6.0,0.0,22.0,0.33274135041857433,0.8450980400142568,0,mathso,ce_mathso
16808,24,Aggregate,comments,6585919.0,0,False,Outer,(comments.score > 1),(comments.userid = 572140),public,False,Index Scan,"['id', 'postid', 'score', 'text', 'creationdate', 'userid', 'jsonfield']",comments,3.0,1.2185000000000001,1.0,1.193,0.0,6.0,0.0,6.0,0.0,22.0,0.3460594330525737,0.8450980400142568,0,mathso,ce_mathso
17067,9,0,comments,6585919.0,0,False,0,(comments.score > 1),(comments.userid = 743199),public,False,Index Scan,"['postid', 'text']",comments,0.0,0.5845,1.0,0.574,0.0,3.0,0.0,3.0,0.0,22.0,0.19989224352631932,0.6020599913279624,0,mathso,ce_mathso
17067,18,0,comments,6585919.0,0,False,0,(comments.score > 1),(comments.userid = 743199),public,False,Index Scan,"['postid', 'text']",comments,0.0,0.498,1.0,0.48750000000000004,0.0,3.0,0.0,3.0,0.0,22.0,0.17551181336344768,0.6020599913279624,0,mathso,ce_mathso
17067,24,0,comments,6585919.0,0,False,0,(comments.score > 1),(comments.userid = 743199),public,False,Index Scan,"['postid', 'text']",comments,0.0,0.492,1.0,0.469,0.0,3.0,0.0,3.0,0.0,22.0,0.17376882313664999,0.6020599913279624,0,mathso,ce_mathso
17576,9,Aggregate,p,3557569.0,1531627,False,Outer,0,(p.parentid IS NULL),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,484.01,1.0,238.8785,0.0,61461.0,0.0,61461.0,0.0,1535328.0,2.68575069303535,4.78860668828013,0,mathso,ce_mathso
17576,18,Aggregate,p,3557569.0,1531627,False,Outer,0,(p.parentid IS NULL),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,456.10249999999996,1.0,223.802,0.0,61461.0,0.0,61461.0,0.0,1535328.0,2.6600135965534646,4.78860668828013,0,mathso,ce_mathso
17576,24,Aggregate,p,3557569.0,1531627,False,Outer,0,(p.parentid IS NULL),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,662.509,1.0,324.281,0.0,61461.0,0.0,61461.0,0.0,1535328.0,2.821846818118055,4.78860668828013,0,mathso,ce_mathso
17598,9,Aggregate,p,3557569.0,1531627,False,Outer,0,(p.parentid IS NULL),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,455.382,1.0,223.2495,0.0,61461.0,0.0,61461.0,0.0,1535328.0,2.659328507229893,4.78860668828013,0,mathso,ce_mathso
17598,18,Aggregate,p,3557569.0,1531627,False,Outer,0,(p.parentid IS NULL),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,466.435,1.0,229.1775,0.0,61461.0,0.0,61461.0,0.0,1535328.0,2.6697212278203883,4.78860668828013,0,mathso,ce_mathso
17598,24,Aggregate,p,3557569.0,1531627,False,Outer,0,(p.parentid IS NULL),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,677.197,1.0,333.843,0.0,61461.0,0.0,61461.0,0.0,1535328.0,2.831355864347512,4.78860668828013,0,mathso,ce_mathso
17612,9,Aggregate,posts,3557569.0,0,False,Outer,0,(posts.owneruserid = 651066),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,0.683,1.0,0.6719999999999999,0.0,3.0,0.0,3.0,0.0,115.0,0.22608411597582387,0.6020599913279624,0,mathso,ce_mathso
17612,18,Aggregate,posts,3557569.0,0,False,Outer,0,(posts.owneruserid = 651066),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,0.4195,1.0,0.4105,0.0,3.0,0.0,3.0,0.0,115.0,0.15213539686187602,0.6020599913279624,0,mathso,ce_mathso
17612,24,Aggregate,posts,3557569.0,0,False,Outer,0,(posts.owneruserid = 651066),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,0.0,0.467,1.0,0.456,0.0,3.0,0.0,3.0,0.0,115.0,0.1664301138432827,0.6020599913279624,0,mathso,ce_mathso
24898,9,Nested Loop,p,3557569.0,0,False,Outer,(p.communityowneddate IS NULL),(p.owneruserid = 517743),public,False,Index Scan,"['p.id', 'p.posttypeid', 'p.acceptedanswerid', 'p.parentid', 'p.creationdate', 'p.score', 'p.viewcount', 'p.body', 'p.owneruserid', 'p.lasteditoruserid', 'p.lasteditordisplayname', 'p.lasteditdate', 'p.lastactivitydate', 'p.title', 'p.tags', 'p.answercount', 'p.commentcount', 'p.favoritecount', 'p.closeddate', 'p.communityowneddate', 'p.jsonfield']",posts,0.0,0.49,1.0,0.48250000000000004,0.0,3.0,0.0,3.0,0.0,114.0,0.17318626841227402,0.6020599913279624,0,mathso,ce_mathso
24898,9,Nested Loop,v,12465841.0,0,False,Inner,0,(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,mathso,ce_mathso
24898,18,Nested Loop,p,3557569.0,0,False,Outer,(p.communityowneddate IS NULL),(p.owneruserid = 517743),public,False,Index Scan,"['p.id', 'p.posttypeid', 'p.acceptedanswerid', 'p.parentid', 'p.creationdate', 'p.score', 'p.viewcount', 'p.body', 'p.owneruserid', 'p.lasteditoruserid', 'p.lasteditordisplayname', 'p.lasteditdate', 'p.lastactivitydate', 'p.title', 'p.tags', 'p.answercount', 'p.commentcount', 'p.favoritecount', 'p.closeddate', 'p.communityowneddate', 'p.jsonfield']",posts,0.0,0.5189999999999999,1.0,0.5105000000000001,0.0,3.0,0.0,3.0,0.0,114.0,0.18155777386278632,0.6020599913279624,0,mathso,ce_mathso
24898,18,Nested Loop,v,12465841.0,0,False,Inner,0,(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,mathso,ce_mathso
24898,24,Nested Loop,p,3557569.0,0,False,Outer,(p.communityowneddate IS NULL),(p.owneruserid = 517743),public,False,Index Scan,"['p.id', 'p.posttypeid', 'p.acceptedanswerid', 'p.parentid', 'p.creationdate', 'p.score', 'p.viewcount', 'p.body', 'p.owneruserid', 'p.lasteditoruserid', 'p.lasteditordisplayname', 'p.lasteditdate', 'p.lastactivitydate', 'p.title', 'p.tags', 'p.answercount', 'p.commentcount', 'p.favoritecount', 'p.closeddate', 'p.communityowneddate', 'p.jsonfield']",posts,0.0,0.5425,1.0,0.532,0.0,3.0,0.0,3.0,0.0,114.0,0.18822517270527928,0.6020599913279624,0,mathso,ce_mathso
24898,24,Nested Loop,v,12465841.0,0,False,Inner,0,(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,mathso,ce_mathso
25020,9,Sort,posts,3557569.0,282890,False,Outer,((posts.acceptedanswerid IS NULL) AND (posts.score < 1) AND (posts.viewcount <> 0)),(posts.parentid IS NULL),public,False,Index Scan,"['id', 'score', 'viewcount']",posts,1248737.0,548.3765000000001,1.0,258.229,0.0,61461.0,0.0,61461.0,0.0,143235.0,2.7398700782032095,4.78860668828013,0,mathso,ce_mathso
25020,18,Sort,posts,3557569.0,282890,False,Outer,((posts.acceptedanswerid IS NULL) AND (posts.score < 1) AND (posts.viewcount <> 0)),(posts.parentid IS NULL),public,False,Index Scan,"['id', 'score', 'viewcount']",posts,1248737.0,519.549,1.0,236.389,0.0,61461.0,0.0,61461.0,0.0,143235.0,2.7164616165132287,4.78860668828013,0,mathso,ce_mathso
25020,24,Sort,posts,3557569.0,282890,False,Outer,((posts.acceptedanswerid IS NULL) AND (posts.score < 1) AND (posts.viewcount <> 0)),(posts.parentid IS NULL),public,False,Index Scan,"['id', 'score', 'viewcount']",posts,1248737.0,702.578,1.0,326.458,0.0,61461.0,0.0,61461.0,0.0,143235.0,2.847312251154982,4.78860668828013,0,mathso,ce_mathso
25022,9,Sort,posts,3557569.0,423625,False,Outer,((posts.acceptedanswerid IS NULL) AND (posts.score < 2) AND (posts.viewcount < 350)),(posts.parentid IS NULL),public,False,Index Scan,"['id', 'score', 'viewcount', 'creationdate']",posts,1108002.0,529.935,1.0,236.16649999999998,0.0,61461.0,0.0,61461.0,0.0,221748.0,2.72504135560268,4.78860668828013,0,mathso,ce_mathso
25022,18,Sort,posts,3557569.0,423625,False,Outer,((posts.acceptedanswerid IS NULL) AND (posts.score < 2) AND (posts.viewcount < 350)),(posts.parentid IS NULL),public,False,Index Scan,"['id', 'score', 'viewcount', 'creationdate']",posts,1108002.0,534.35,1.0,232.473,0.0,61461.0,0.0,61461.0,0.0,221748.0,2.7286378070113417,4.78860668828013,0,mathso,ce_mathso
25022,24,Sort,posts,3557569.0,423625,False,Outer,((posts.acceptedanswerid IS NULL) AND (posts.score < 2) AND (posts.viewcount < 350)),(posts.parentid IS NULL),public,False,Index Scan,"['id', 'score', 'viewcount', 'creationdate']",posts,1108002.0,743.0844999999999,1.0,334.4635,0.0,61461.0,0.0,61461.0,0.0,221748.0,2.8716222578575623,4.78860668828013,0,mathso,ce_mathso
25159,9,Hash Join,ph,10754757.0,0,False,Outer,0,(ph.userid = 535278),public,False,Index Scan,"['ph.id', 'ph.posthistorytypeid', 'ph.postid', 'ph.revisionguid', 'ph.creationdate', 'ph.userid', 'ph.posttext', 'ph.jsonfield']",posthistory,0.0,0.5655,1.0,0.5595,0.0,3.0,0.0,3.0,0.0,351.0,0.1946530719529341,0.6020599913279624,0,mathso,ce_mathso
25159,18,Hash Join,ph,10754757.0,0,False,Outer,0,(ph.userid = 535278),public,False,Index Scan,"['ph.id', 'ph.posthistorytypeid', 'ph.postid', 'ph.revisionguid', 'ph.creationdate', 'ph.userid', 'ph.posttext', 'ph.jsonfield']",posthistory,0.0,0.594,1.0,0.5825,0.0,3.0,0.0,3.0,0.0,351.0,0.20248831706009351,0.6020599913279624,0,mathso,ce_mathso
25159,24,Hash Join,ph,10754757.0,0,False,Outer,0,(ph.userid = 535278),public,False,Index Scan,"['ph.id', 'ph.posthistorytypeid', 'ph.postid', 'ph.revisionguid', 'ph.creationdate', 'ph.userid', 'ph.posttext', 'ph.jsonfield']",posthistory,0.0,0.476,1.0,0.459,0.0,3.0,0.0,3.0,0.0,351.0,0.16908635748702275,0.6020599913279624,0,mathso,ce_mathso
25365,9,Sort,comments,6585919.0,0,False,Outer,0,(comments.userid = 132930),public,False,Index Scan,"['postid', 'score']",comments,0.0,0.5700000000000001,1.0,0.562,0.0,3.0,0.0,3.0,0.0,296.0,0.19589965240923377,0.6020599913279624,0,mathso,ce_mathso
25365,18,Sort,comments,6585919.0,0,False,Outer,0,(comments.userid = 132930),public,False,Index Scan,"['postid', 'score']",comments,0.0,0.485,1.0,0.47550000000000003,0.0,3.0,0.0,3.0,0.0,296.0,0.1717264536532311,0.6020599913279624,0,mathso,ce_mathso
25365,24,Sort,comments,6585919.0,0,False,Outer,0,(comments.userid = 132930),public,False,Index Scan,"['postid', 'score']",comments,0.0,0.5475,1.0,0.532,0.0,3.0,0.0,3.0,0.0,296.0,0.18963065769215556,0.6020599913279624,0,mathso,ce_mathso
25441,9,Nested Loop,v,12465841.0,2,False,Inner,0,(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.9245,1.0,0.9079999999999999,0.0,5.0,0.0,5.0,0.0,17.0,0.28431791543060975,0.7781512503836436,0,mathso,ce_mathso
25441,9,Nested Loop,v_1,12465841.0,2,False,Inner,0,(v_1.postid = p.id),public,False,Index Scan,"['v_1.id', 'v_1.postid', 'v_1.votetypeid', 'v_1.userid', 'v_1.creationdate', 'v_1.bountyamount', 'v_1.jsonfield']",votes,0.0,0.0045000000000000005,1.0,0.0,0.0,0.0,5.0,0.0,5.0,17.0,0.0019499410842679385,0.0,0,mathso,ce_mathso
25441,9,Sort,p,3557569.0,1,False,Outer,0,(p.owneruserid = 641134),public,False,Index Scan,"['p.id', '(SubPlan 1)', '(SubPlan 2)']",posts,0.0,0.794,1.0,1.883,0.0,10.0,6.0,4.0,0.0,115.0,0.2538224387080733,1.0413926851582251,0,mathso,ce_mathso
25441,18,Nested Loop,v,12465841.0,2,False,Inner,0,(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.7715000000000001,1.0,0.7565,0.0,5.0,0.0,5.0,0.0,17.0,0.24834115666919607,0.7781512503836436,0,mathso,ce_mathso
25441,18,Nested Loop,v_1,12465841.0,2,False,Inner,0,(v_1.postid = p.id),public,False,Index Scan,"['v_1.id', 'v_1.postid', 'v_1.votetypeid', 'v_1.userid', 'v_1.creationdate', 'v_1.bountyamount', 'v_1.jsonfield']",votes,0.0,0.0085,1.0,0.0,0.0,0.0,5.0,0.0,5.0,17.0,0.0036759025487842203,0.0,0,mathso,ce_mathso
25441,18,Sort,p,3557569.0,1,False,Outer,0,(p.owneruserid = 641134),public,False,Index Scan,"['p.id', '(SubPlan 1)', '(SubPlan 2)']",posts,0.0,0.7255,1.0,1.608,0.0,10.0,6.0,4.0,0.0,115.0,0.23691496362750566,1.0413926851582251,0,mathso,ce_mathso
25441,24,Nested Loop,v,12465841.0,2,False,Inner,0,(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,1.057,1.0,1.028,0.0,5.0,0.0,5.0,0.0,17.0,0.313234291694724,0.7781512503836436,0,mathso,ce_mathso
25441,24,Nested Loop,v_1,12465841.0,2,False,Inner,0,(v_1.postid = p.id),public,False,Index Scan,"['v_1.id', 'v_1.postid', 'v_1.votetypeid', 'v_1.userid', 'v_1.creationdate', 'v_1.bountyamount', 'v_1.jsonfield']",votes,0.0,0.007,1.0,0.0,0.0,0.0,5.0,0.0,5.0,17.0,0.003029470553617962,0.0,0,mathso,ce_mathso
25441,24,Sort,p,3557569.0,1,False,Outer,0,(p.owneruserid = 641134),public,False,Index Scan,"['p.id', '(SubPlan 1)', '(SubPlan 2)']",posts,0.0,1.215,1.0,2.429,0.0,10.0,6.0,4.0,0.0,115.0,0.3453737305590883,1.0413926851582251,0,mathso,ce_mathso
25768,9,Hash Join,h,10754757.0,0,False,Outer,0,(h.userid = 911352),public,False,Index Scan,['h.postid'],posthistory,0.0,0.5125,1.0,0.503,0.0,3.0,0.0,3.0,0.0,351.0,0.1796953833245065,0.6020599913279624,0,mathso,ce_mathso
25768,18,Hash Join,h,10754757.0,0,False,Outer,0,(h.userid = 911352),public,False,Index Scan,['h.postid'],posthistory,0.0,0.5385,1.0,0.5305,0.0,3.0,0.0,3.0,0.0,351.0,0.18709750058347724,0.6020599913279624,0,mathso,ce_mathso
25768,24,Hash Join,h,10754757.0,0,False,Outer,0,(h.userid = 911352),public,False,Index Scan,['h.postid'],posthistory,0.0,0.548,1.0,0.539,0.0,3.0,0.0,3.0,0.0,351.0,0.1897709563468738,0.6020599913279624,0,mathso,ce_mathso
26147,9,Hash Join,posthistory,10754757.0,0,False,Outer,((posthistory.posthistorytypeid >= 4) AND (posthistory.posthistorytypeid <= 9)),(posthistory.userid = 420499),public,False,Index Scan,['posthistory.postid'],posthistory,0.0,0.5585,1.0,0.5525,0.0,3.0,0.0,3.0,0.0,114.0,0.19270680661285866,0.6020599913279624,0,mathso,ce_mathso
26147,18,Hash Join,posthistory,10754757.0,0,False,Outer,((posthistory.posthistorytypeid >= 4) AND (posthistory.posthistorytypeid <= 9)),(posthistory.userid = 420499),public,False,Index Scan,['posthistory.postid'],posthistory,0.0,0.525,1.0,0.517,0.0,3.0,0.0,3.0,0.0,114.0,0.1832698436828046,0.6020599913279624,0,mathso,ce_mathso
26147,24,Hash Join,posthistory,10754757.0,0,False,Outer,((posthistory.posthistorytypeid >= 4) AND (posthistory.posthistorytypeid <= 9)),(posthistory.userid = 420499),public,False,Index Scan,['posthistory.postid'],posthistory,0.0,0.5535,1.0,0.5415,0.0,3.0,0.0,3.0,0.0,114.0,0.1913112575909933,0.6020599913279624,0,mathso,ce_mathso
27067,9,Hash Join,posts_1,3557569.0,1,False,Outer,(posts_1.favoritecount > 2),(posts_1.acceptedanswerid IS NOT NULL),public,False,Index Scan,['posts_1.id'],posts,0.0,0.8365,1.0,0.8220000000000001,0.0,4.0,0.0,4.0,0.0,21525.0,0.2639909326813126,0.6989700043360189,0,mathso,ce_mathso
